 Header Line
  0.1120000E+03 -0.2277382E+04  0.1867930E+00
  0.1130000E+03 -0.2275247E+04  0.1943050E+00
  0.1140000E+03 -0.2279143E+04  0.1972830E+00
  0.1150000E+03 -0.2274270E+04  0.1972830E+00
  0.1160000E+03 -0.2277459E+04  0.1990450E+00
  0.1170000E+03 -0.2274777E+04  0.2007850E+00
  0.1180000E+03 -0.2276751E+04  0.2021120E+00
  0.1190000E+03 -0.2271641E+04  0.2060030E+00
  0.1200000E+03 -0.2272357E+04  0.2060030E+00
  0.1210000E+03 -0.2270936E+04  0.2077600E+00
  0.1220000E+03 -0.2270831E+04  0.2095180E+00
  0.1230000E+03 -0.2274365E+04  0.2125860E+00
  0.1240000E+03 -0.2273493E+04  0.2182380E+00
  0.1250000E+03 -0.2273908E+04  0.2182380E+00
  0.1260000E+03 -0.2272072E+04  0.2217280E+00
  0.1270000E+03 -0.2272107E+04  0.2252000E+00
  0.1280000E+03 -0.2268176E+04  0.2269580E+00
  0.1290000E+03 -0.2270013E+04  0.2269580E+00
  0.1300000E+03 -0.2269982E+04  0.2269580E+00
  0.1310000E+03 -0.2270366E+04  0.2352910E+00
  0.1320000E+03 -0.2270918E+04  0.2374350E+00
  0.1330000E+03 -0.2268671E+04  0.2374350E+00
  0.1340000E+03 -0.2269917E+04  0.2378870E+00
  0.1350000E+03 -0.2265230E+04  0.2409380E+00
  0.1360000E+03 -0.2269950E+04  0.2422320E+00
  0.1370000E+03 -0.2268134E+04  0.2453370E+00
  0.1380000E+03 -0.2270328E+04  0.2496700E+00
  0.1390000E+03 -0.2269065E+04  0.2496700E+00
  0.1400000E+03 -0.2271522E+04  0.2531610E+00
  0.1410000E+03 -0.2271953E+04  0.2566330E+00
  0.1420000E+03 -0.2273330E+04  0.2566330E+00
  0.1430000E+03 -0.2274835E+04  0.2583900E+00
  0.1440000E+03 -0.2272942E+04  0.2618810E+00
  0.1450000E+03 -0.2274212E+04  0.2680070E+00
  0.1460000E+03 -0.2271080E+04  0.2706260E+00
  0.1470000E+03 -0.2274622E+04  0.2706260E+00
  0.1480000E+03 -0.2273513E+04  0.2723710E+00
  0.1490000E+03 -0.2276570E+04  0.2741160E+00
  0.1500000E+03 -0.2274274E+04  0.2775880E+00
  0.1510000E+03 -0.2276424E+04  0.2793460E+00
  0.1520000E+03 -0.2274797E+04  0.2793460E+00
  0.1530000E+03 -0.2275540E+04  0.2802060E+00
  0.1540000E+03 -0.2276344E+04  0.2845930E+00
  0.1550000E+03 -0.2280296E+04  0.2898230E+00
  0.1560000E+03 -0.2278291E+04  0.2898410E+00
  0.1570000E+03 -0.2278168E+04  0.2942300E+00
  0.1580000E+03 -0.2282424E+04  0.2950710E+00
  0.1590000E+03 -0.2280213E+04  0.2985430E+00
  0.1600000E+03 -0.2283324E+04  0.2985430E+00
  0.1610000E+03 -0.2284112E+04  0.3020580E+00
  0.1620000E+03 -0.2284594E+04  0.3072760E+00
  0.1630000E+03 -0.2283417E+04  0.3086000E+00
  0.1640000E+03 -0.2282600E+04  0.3090210E+00
  0.1650000E+03 -0.2286703E+04  0.3125360E+00
  0.1660000E+03 -0.2285798E+04  0.3125360E+00
  0.1670000E+03 -0.2288202E+04  0.3125360E+00
  0.1680000E+03 -0.2284974E+04  0.3160260E+00
  0.1690000E+03 -0.2290719E+04  0.3230130E+00
  0.1700000E+03 -0.2286939E+04  0.3230130E+00
  0.1710000E+03 -0.2291595E+04  0.3247590E+00
  0.1720000E+03 -0.2294117E+04  0.3291600E+00
  0.1730000E+03 -0.2293532E+04  0.3321990E+00
  0.1740000E+03 -0.2296988E+04  0.3321860E+00
  0.1750000E+03 -0.2293514E+04  0.3343760E+00
  0.1760000E+03 -0.2296166E+04  0.3422110E+00
  0.1770000E+03 -0.2296456E+04  0.3422110E+00
  0.1780000E+03 -0.2300163E+04  0.3439560E+00
  0.1790000E+03 -0.2295614E+04  0.3439560E+00
  0.1800000E+03 -0.2299657E+04  0.3457140E+00
  0.1810000E+03 -0.2298787E+04  0.3479100E+00
  0.1820000E+03 -0.2303140E+04  0.3526760E+00
  0.1830000E+03 -0.2306388E+04  0.3526760E+00
  0.1840000E+03 -0.2305613E+04  0.3561910E+00
  0.1850000E+03 -0.2307976E+04  0.3579360E+00
  0.1860000E+03 -0.2308173E+04  0.3614090E+00
  0.1870000E+03 -0.2310544E+04  0.3649500E+00
  0.1880000E+03 -0.2311770E+04  0.3666690E+00
  0.1890000E+03 -0.2313615E+04  0.3666690E+00
  0.1900000E+03 -0.2313244E+04  0.3718860E+00
  0.1910000E+03 -0.2317434E+04  0.3771460E+00
  0.1920000E+03 -0.2317266E+04  0.3771460E+00
  0.1930000E+03 -0.2320148E+04  0.3806190E+00
  0.1940000E+03 -0.2319192E+04  0.3806190E+00
  0.1950000E+03 -0.2320397E+04  0.3806190E+00
  0.1960000E+03 -0.2320370E+04  0.3841090E+00
  0.1970000E+03 -0.2323922E+04  0.3910960E+00
  0.1980000E+03 -0.2326476E+04  0.3911160E+00
  0.1990000E+03 -0.2326209E+04  0.3963440E+00
  0.2000000E+03 -0.2330560E+04  0.3963440E+00
  0.2010000E+03 -0.2326761E+04  0.3963440E+00
  0.2020000E+03 -0.2328787E+04  0.3990080E+00
  0.2030000E+03 -0.2329624E+04  0.4015920E+00
  0.2040000E+03 -0.2331863E+04  0.4050640E+00
  0.2050000E+03 -0.2332559E+04  0.4050640E+00
  0.2060000E+03 -0.2335370E+04  0.4098710E+00
  0.2070000E+03 -0.2338914E+04  0.4151230E+00
  0.2080000E+03 -0.2336810E+04  0.4172990E+00
  0.2090000E+03 -0.2342487E+04  0.4172990E+00
  0.2100000E+03 -0.2338727E+04  0.4195100E+00
  0.2110000E+03 -0.2347313E+04  0.4242740E+00
  0.2120000E+03 -0.2346780E+04  0.4260190E+00
  0.2130000E+03 -0.2350319E+04  0.4260190E+00
  0.2140000E+03 -0.2349971E+04  0.4334600E+00
  0.2150000E+03 -0.2353608E+04  0.4347520E+00
  0.2160000E+03 -0.2355089E+04  0.4364970E+00
  0.2170000E+03 -0.2357624E+04  0.4409350E+00
  0.2180000E+03 -0.2360600E+04  0.4434840E+00
  0.2190000E+03 -0.2359346E+04  0.4434840E+00
  0.2200000E+03 -0.2366554E+04  0.4469740E+00
  0.2210000E+03 -0.2363400E+04  0.4504890E+00
  0.2220000E+03 -0.2366893E+04  0.4504890E+00
  0.2230000E+03 -0.2366567E+04  0.4574520E+00
  0.2240000E+03 -0.2369688E+04  0.4574520E+00
  0.2250000E+03 -0.2370226E+04  0.4574520E+00
  0.2260000E+03 -0.2375195E+04  0.4592090E+00
  0.2270000E+03 -0.2376609E+04  0.4627000E+00
  0.2280000E+03 -0.2377324E+04  0.4679290E+00
  0.2290000E+03 -0.2380079E+04  0.4696870E+00
  0.2300000E+03 -0.2381045E+04  0.4696870E+00
  0.2310000E+03 -0.2387447E+04  0.4753350E+00
  0.2320000E+03 -0.2383018E+04  0.4766620E+00
  0.2330000E+03 -0.2387986E+04  0.4784070E+00
  0.2340000E+03 -0.2390399E+04  0.4801520E+00
  0.2350000E+03 -0.2392637E+04  0.4836240E+00
  0.2360000E+03 -0.2392884E+04  0.4871390E+00
  0.2370000E+03 -0.2393671E+04  0.4888850E+00
  0.2380000E+03 -0.2396719E+04  0.4923570E+00
  0.2390000E+03 -0.2400743E+04  0.4923570E+00
  0.2400000E+03 -0.2404741E+04  0.4958720E+00
  0.2410000E+03 -0.2403253E+04  0.4993620E+00
  0.2420000E+03 -0.2404631E+04  0.4993620E+00
  0.2430000E+03 -0.2406622E+04  0.5033610E+00
  0.2440000E+03 -0.2411110E+04  0.5080950E+00
  0.2450000E+03 -0.2408985E+04  0.5098400E+00
  0.2460000E+03 -0.2412604E+04  0.5102950E+00
  0.2470000E+03 -0.2411509E+04  0.5133420E+00
  0.2480000E+03 -0.2418429E+04  0.5133420E+00
  0.2490000E+03 -0.2419449E+04  0.5203170E+00
  0.2500000E+03 -0.2425240E+04  0.5220750E+00
  0.2510000E+03 -0.2427495E+04  0.5255770E+00
  0.2520000E+03 -0.2428333E+04  0.5290500E+00
  0.2530000E+03 -0.2429187E+04  0.5307950E+00
  0.2540000E+03 -0.2430642E+04  0.5312500E+00
  0.2550000E+03 -0.2433987E+04  0.5360550E+00
  0.2560000E+03 -0.2436116E+04  0.5395270E+00
  0.2570000E+03 -0.2439695E+04  0.5395270E+00
  0.2580000E+03 -0.2440006E+04  0.5417490E+00
  0.2590000E+03 -0.2442591E+04  0.5465020E+00
  0.2600000E+03 -0.2445396E+04  0.5482690E+00
  0.2610000E+03 -0.2447027E+04  0.5526610E+00
  0.2620000E+03 -0.2450225E+04  0.5570100E+00
  0.2630000E+03 -0.2452778E+04  0.5604820E+00
  0.2640000E+03 -0.2457401E+04  0.5604820E+00
  0.2650000E+03 -0.2455401E+04  0.5622280E+00
  0.2660000E+03 -0.2461848E+04  0.5622280E+00
  0.2670000E+03 -0.2461880E+04  0.5657210E+00
  0.2680000E+03 -0.2468796E+04  0.5709700E+00
  0.2690000E+03 -0.2466425E+04  0.5709480E+00
  0.2700000E+03 -0.2470596E+04  0.5779560E+00
  0.2710000E+03 -0.2470245E+04  0.5784200E+00
  0.2720000E+03 -0.2475458E+04  0.5831830E+00
  0.2730000E+03 -0.2479020E+04  0.5849190E+00
  0.2740000E+03 -0.2476485E+04  0.5849190E+00
  0.2750000E+03 -0.2482089E+04  0.5884210E+00
  0.2760000E+03 -0.2482373E+04  0.5897750E+00
  0.2770000E+03 -0.2487192E+04  0.5954180E+00
  0.2780000E+03 -0.2481961E+04  0.5971630E+00
  0.2790000E+03 -0.2488439E+04  0.5971630E+00
  0.2800000E+03 -0.2492998E+04  0.6006350E+00
  0.2810000E+03 -0.2492731E+04  0.6023930E+00
  0.2820000E+03 -0.2496505E+04  0.6058830E+00
  0.2830000E+03 -0.2497584E+04  0.6093770E+00
  0.2840000E+03 -0.2501472E+04  0.6128930E+00
  0.2850000E+03 -0.2501309E+04  0.6146280E+00
  0.2860000E+03 -0.2506789E+04  0.6198540E+00
  0.2870000E+03 -0.2506421E+04  0.6198540E+00
  0.2880000E+03 -0.2511567E+04  0.6247010E+00
  0.2890000E+03 -0.2513436E+04  0.6285960E+00
  0.2900000E+03 -0.2517790E+04  0.6303320E+00
  0.2910000E+03 -0.2518849E+04  0.6303320E+00
  0.2920000E+03 -0.2523604E+04  0.6320890E+00
  0.2930000E+03 -0.2527672E+04  0.6355800E+00
  0.2940000E+03 -0.2527421E+04  0.6408090E+00
  0.2950000E+03 -0.2530225E+04  0.6408090E+00
  0.2960000E+03 -0.2531362E+04  0.6408090E+00
  0.2970000E+03 -0.2531362E+04  0.6408090E+00
  0.2980000E+03 -0.2531362E+04  0.6408090E+00
  0.2990000E+03 -0.2531362E+04  0.6408090E+00
  0.3000000E+03 -0.2531362E+04  0.6408090E+00
