 Header Line
  0.0000000E+00 -0.1322686E+02  0.0000000E+00
  0.1000000E+01 -0.7932116E+02  0.1319000E-02
  0.2000000E+01 -0.1527593E+03  0.1745000E-02
  0.3000000E+01 -0.2261974E+03  0.1745000E-02
  0.4000000E+01 -0.2996355E+03  0.1745000E-02
  0.5000000E+01 -0.3730736E+03  0.1745000E-02
  0.6000000E+01 -0.4465117E+03  0.3481000E-02
  0.7000000E+01 -0.5199499E+03  0.3481000E-02
  0.8000000E+01 -0.5933880E+03  0.5239000E-02
  0.9000000E+01 -0.6668261E+03  0.5694002E-02
  0.1000000E+02 -0.7402643E+03  0.6975000E-02
  0.1100000E+02 -0.8137024E+03  0.6975000E-02
  0.1200000E+02 -0.8871405E+03  0.8720000E-02
  0.1300000E+02 -0.9605786E+03  0.8720000E-02
  0.1400000E+02 -0.1034017E+04  0.8720000E-02
  0.1500000E+02 -0.1107455E+04  0.8720000E-02
  0.1600000E+02 -0.1181383E+04  0.1047800E-01
  0.1700000E+02 -0.1253193E+04  0.1047800E-01
  0.1800000E+02 -0.1325472E+04  0.1047800E-01
  0.1900000E+02 -0.1399286E+04  0.1047800E-01
  0.2000000E+02 -0.1474875E+04  0.1221400E-01
  0.2100000E+02 -0.1545630E+04  0.1221400E-01
  0.2200000E+02 -0.1624940E+04  0.1266100E-01
  0.2300000E+02 -0.1693262E+04  0.1612000E-01
  0.2400000E+02 -0.1768410E+04  0.1744000E-01
  0.2500000E+02 -0.1837755E+04  0.1612000E-01
  0.2600000E+02 -0.1913130E+04  0.1744000E-01
  0.2700000E+02 -0.1979362E+04  0.1744000E-01
  0.2800000E+02 -0.2053515E+04  0.1921200E-01
  0.2900000E+02 -0.2116361E+04  0.2095500E-01
  0.3000000E+02 -0.2187086E+04  0.2313900E-01
  0.3100000E+02 -0.2256161E+04  0.2443600E-01
  0.3200000E+02 -0.2324511E+04  0.2443600E-01
  0.3300000E+02 -0.2395367E+04  0.2443600E-01
  0.3400000E+02 -0.2457651E+04  0.2619400E-01
  0.3500000E+02 -0.2523537E+04  0.2619400E-01
  0.3600000E+02 -0.2582972E+04  0.2619400E-01
  0.3700000E+02 -0.2645569E+04  0.2619400E-01
  0.3800000E+02 -0.2708750E+04  0.2793000E-01
  0.3900000E+02 -0.2765333E+04  0.2966600E-01
  0.4000000E+02 -0.2817861E+04  0.3315700E-01
  0.4100000E+02 -0.2866121E+04  0.3315700E-01
  0.4200000E+02 -0.2908622E+04  0.3667100E-01
  0.4300000E+02 -0.2942466E+04  0.3667100E-01
  0.4400000E+02 -0.2969346E+04  0.3840800E-01
  0.4500000E+02 -0.2993604E+04  0.3840800E-01
  0.4600000E+02 -0.3001896E+04  0.3885600E-01
  0.4700000E+02 -0.2986363E+04  0.4015300E-01
  0.4800000E+02 -0.2951313E+04  0.4362500E-01
  0.4900000E+02 -0.2892717E+04  0.4538200E-01
  0.5000000E+02 -0.2823086E+04  0.4887300E-01
  0.5100000E+02 -0.2762104E+04  0.5234500E-01
  0.5200000E+02 -0.2698978E+04  0.5234500E-01
  0.5300000E+02 -0.2652358E+04  0.6158101E-01
  0.5400000E+02 -0.2610993E+04  0.6285300E-01
  0.5500000E+02 -0.2578038E+04  0.6632500E-01
  0.5600000E+02 -0.2546174E+04  0.6632500E-01
  0.5700000E+02 -0.2523684E+04  0.6982800E-01
  0.5800000E+02 -0.2500718E+04  0.7156400E-01
  0.5900000E+02 -0.2481879E+04  0.7156400E-01
  0.6000000E+02 -0.2470918E+04  0.7505501E-01
  0.6100000E+02 -0.2458198E+04  0.7772500E-01
  0.6200000E+02 -0.2450354E+04  0.8204200E-01
  0.6300000E+02 -0.2440951E+04  0.8114800E-01
  0.6400000E+02 -0.2434187E+04  0.8424800E-01
  0.6500000E+02 -0.2424866E+04  0.8554400E-01
  0.6600000E+02 -0.2419765E+04  0.8772900E-01
  0.6700000E+02 -0.2412604E+04  0.9250700E-01
  0.6800000E+02 -0.2406118E+04  0.9426400E-01
  0.6900000E+02 -0.2398618E+04  0.9426400E-01
  0.7000000E+02 -0.2392837E+04  0.9426400E-01
  0.7100000E+02 -0.2387200E+04  0.9775500E-01
  0.7200000E+02 -0.2383054E+04  0.1047420E+00
  0.7300000E+02 -0.2376667E+04  0.1047420E+00
  0.7400000E+02 -0.2372832E+04  0.1047420E+00
  0.7500000E+02 -0.2366154E+04  0.1095360E+00
  0.7600000E+02 -0.2361553E+04  0.1117010E+00
  0.7700000E+02 -0.2356404E+04  0.1134620E+00
  0.7800000E+02 -0.2352825E+04  0.1152200E+00
  0.7900000E+02 -0.2350129E+04  0.1152200E+00
  0.8000000E+02 -0.2344952E+04  0.1152200E+00
  0.8100000E+02 -0.2343593E+04  0.1169650E+00
  0.8200000E+02 -0.2338731E+04  0.1204370E+00
  0.8300000E+02 -0.2333893E+04  0.1256970E+00
  0.8400000E+02 -0.2328470E+04  0.1274420E+00
  0.8500000E+02 -0.2328239E+04  0.1274420E+00
  0.8600000E+02 -0.2322911E+04  0.1309150E+00
  0.8700000E+02 -0.2324343E+04  0.1344290E+00
  0.8800000E+02 -0.2319756E+04  0.1379200E+00
  0.8900000E+02 -0.2316114E+04  0.1413920E+00
  0.9000000E+02 -0.2313412E+04  0.1413920E+00
  0.9100000E+02 -0.2311345E+04  0.1422550E+00
  0.9200000E+02 -0.2308362E+04  0.1466560E+00
  0.9300000E+02 -0.2306595E+04  0.1483970E+00
  0.9400000E+02 -0.2305984E+04  0.1483970E+00
  0.9500000E+02 -0.2303078E+04  0.1483970E+00
  0.9600000E+02 -0.2302015E+04  0.1523200E+00
  0.9700000E+02 -0.2298338E+04  0.1540370E+00
  0.9800000E+02 -0.2298247E+04  0.1588750E+00
  0.9900000E+02 -0.2294369E+04  0.1588750E+00
  0.1000000E+03 -0.2295494E+04  0.1623470E+00
  0.1010000E+03 -0.2292216E+04  0.1623470E+00
  0.1020000E+03 -0.2289009E+04  0.1693530E+00
  0.1030000E+03 -0.2287521E+04  0.1728250E+00
  0.1040000E+03 -0.2285429E+04  0.1728250E+00
  0.1050000E+03 -0.2284500E+04  0.1789850E+00
  0.1060000E+03 -0.2280789E+04  0.1798300E+00
  0.1070000E+03 -0.2280840E+04  0.1798300E+00
  0.1080000E+03 -0.2278629E+04  0.1798300E+00
  0.1090000E+03 -0.2279821E+04  0.1815750E+00
  0.1100000E+03 -0.2277237E+04  0.1850480E+00
  0.1110000E+03 -0.2276933E+04  0.1850480E+00
